comment,emotion,rate
"Swiat przyszlosci.                        Widzialem ten film juz pare razy i ... juz spory czas temu. I nie chce tu akurat pisac o tym, ze nielubie Reavea, i w ogole aktorow w tym filmie (wlasciwie procz Fishbournea i Weavinga). Urzekla mnie historia... Ale tylko ta do momentu dowiedzenia sie prawdy...;] No i moze kilka scen, dialgow pozniej. Nie urzeklo mnie to romansidlo w drugiej polowie filmu i generalnie dalszy pomysl na film. Nie ...              ",positive,9
"Co by o nim nie mówić, film jednak jest kultowy (10/10)                        Daje tą ocenę z bólem, gdyż film aż tak bardzo mi się nie podobał. Fakt, że ogląda go się szybko, przyjemnie i wielkim zaciekawieniem ale to nie jest raczej mój klimat. Zbyt dużo efektów , zbyt dużo tu bohaterstwa no i jeszcze obowiązkowy romans - te rzeczy zawsz mnie drażnią w amerykańskich produkcjach. Wracając do oceny - należy się mu taka, bo film jest bardzo ...              ",positive,10
Powiązania                        Wachowscy najprawdopodobniej preśledzili kariere Keanu Revesa co miało wpływ na obsadzenie go w tej roli. Widać pewne związki Keanu kiedyś zagrał budde czy też motyw budki telefonicznej znany z cyklu filmów o przygodach Billa i Teda podróżujących budką w czasie               ,positive,10
"Rewelacyjny film z mocnym klimatem                        I o to właśnie chodzi.Film ma to coś,co próżno szukać w większości tego typu produkcjach.Plusy:-klimat-bullet time-akcja-scenerie-sekwencje walki-postacie-fabuła-udźwiękowienie-wogóle cała otoczkaminusy:-hmmmm,miejscami potrafi przynudzićOgólnie film oceniam na mocną 9.              ",positive,10
"Bardzo go lubię.                        A liczba ciekawostek wskazuje, że nie tylko ja ;-) Co wam się najbardziej w tym filmie podoba? Mnie wbrew pozorom ani nawalanka, ani metafizyka, a ascetyczne, aż dalekowschodnie motywy scenografii - czystość konstruktu, elegancja. Bardzo miłe.              ",positive,9
"wspaniały filmik                        No film jest wjebioza.Konkret dosłownie. Wspaniałw efekty specjalne wizualne i dźwiękowe. film wymażony do oglądania w kinie. Kenau i inni bardzo dobrze zagrali swoje role. Dużo błędów jest w filmie. Ale to tam w większości drobiazgi i zresztą w wiel filmach sa popełniane błędy, w końcu człowiek sie uczy na błędach. Ten film już widziałem tyle razy i jak dla mnie to jest najlepsza z części. Badziom ...              ",positive,10
"Rewolucja / Przełom                        Film ten naprawdę zmienił świat kin i nie tylko. Nie jest pospolity poza tym temat genialny. Jest inny niż wszystkie filmy. Taki wątek nie był poruszony nigdzie.Jest to naprawdę globalny temat gdyż ludzkość doprowadzi do tego [może nie dziśczy jutro ale kiedyś na pewno] ,że maszyny zawładną światem i nie będziemy w stanie ich powstrzymać. Ale kto nie obejrzał ja bardzo gorąco polecam.              ",positive,7
"Extra.                        Ten film zmienił historię kina,te niesamowite efekty specjalne i fabuła robią niezłe wrażenie.              ",positive,8
_______------------Matrix----- -------________                        ----------------------Wg. mnie wspanialy.-------------------              ,positive,10
"Najlepsza część...                        Bo była prekursorem, efektów specjalnych i powaliła mnie klimatem....pnastępne częśći słabsze....                                               ",positive,10
Matrix Rulzes!!!...                        zeby kazda z 2 nastepnych czesci byla chocby roowna 1 to bysmy mieli kultowa Trylgoie ale niestety tylko 1 jest Kultowa reszta to szmira i komercha z masa efektoow specjalnych(nic w tym zelgo) ale opieranie wszystkiego na Efektach Specjalnych to nie jest dobry sposoob....Jedynke polecam kazdemu a reszte jak kto chce:)...od co:Pwachowskim zasnila sie kasa niestety i slawa...ktoora zachwiali...              ,positive,10
"oglądać! :>                        Najlepsza jest 1 część, kolejne to wielkie dno, ale to jest piękne :]               ",positive,9
"mi się nie podobał                        ale nie zamierzamz tego powodu zjechać tego filmu, bo wiem że dla wielu osób to jest film kultowy. Poprotstu mi nie leży tak jak cała ta trylogia i tyle. pozdro              ",positive,9
"fajny film lubie takie telenowele                        efekty specjalne wszystko zepsuły, mogliby poprzestać na gadaniu              ",neutral,5
nie nie nie                        ogladalam go chyba cztery razy i nigdy nie dotrwalam do konca. nie wiem czym sie wszyscy tak podniecaja. cala moja rodzina tez sie tym zahcwyca. naprawde ich nie rozumiem. jak dla mnie - film porazka. innych czesci nawet nie chcialam zobaczyc.              ,negative,1
"Pierwsza część była naprawdę fajna                        Pierwsza część była naprawdę fajna, ale ludzie! 2 i 3 to kompletna porażka. O tyle, o ile w jedynce było coś nowego, jakaś wizja, pomysł, to kontynuacja była beeeeeznadziejna.I to zakończenie ""rewolucji""...               ",positive,8
"pierwsza ćżęść jest najlepsza                        film jest nie zły.ma wspaniale efekty specjalne, występują w nim drobne błędyale to jak w każdym filmie.Ale moim zdaniem najlepsza jest część I. przeważnie w filmach jest pierwsza część najlepsza.POLECAM!!!              ",positive,10
Innowacyjny i zarombisty                        Efekty wprost nieziemskie. Nawiązania do wszelkich filozofii oraz wierzeń są świetne. Szkoda że rozpływają sie w kolejnych częściach. Ale spoglądając po pewnym czasie już na spokojnie to można powiedzieć że filmowa trylogia Matrixa jest naprawde dobra.               ,positive,9
"Jeżeli komuś się nie podoba to niech nie pisze - ta strona jest dla entuzjastów                        Ten film w pewnym momencie dał mi taką dobrą wixe na życie.Uważam,że jest wspaniały !!!  No a o efektach to nie trzeba wspominać....szkoda jedynie,że pozostałe czesci nie sa tak dobre - ale nie uwazam ich za jakas straszna poraszkę, pod względem efektów nie ustępują, to wiedomo,przecież Wachowscy mówili, że stworzą takie efekty jakich nikt ...              ",positive,10
"najlepszy film wszechczaswó!!!!                        film rewelacyjny, przez ten film stałem się zagorzałym oglądaczem filmów, polecam wszystkim nawet niewidomym..... jak widzę złe opinie na temat tego filmu to aż mnie ściska w żołądku i pięść mi się zaciska..... wiec jak komuś się niepodobał to proszę podawać powody,,,,,               ",positive,10
"Matrix jest bliżej niż myślisz                        Niektórzy zarzucają filmowi niezrozumiałość i brak logiki, nie rozumiejąc tak naprawdę treści, które on niesie. Myslę, że Ci ludzie nigdy nie ""obudziliby się"" z Matrixa. Chyba nie budza się nawet na co dzień.Powstało wiele opracowań socjologicznych (w tym parę udanych), które Matrix porównywały do naszej rzeczywistości, do tego, co nas otacza...tak tak - wszyscy Ci, ktorzy czuli ...              ",positive,9
"red pill---czerwona pigułka interpretacja nawiązanie lub plagiat(?)                        Czasami trzymam strone ludzi którzy twierdzą, że Matrix to tylko mieszanka fragmentów innych fimów,książek i nagrań muzycznych, filozofii, gier, anime, psychologicznych fobii, nałogów (w tym narkomania i nałogowe spedzanie wolnego czasu przed kompem. Jako przykład jeden tylko na razie chodzi mi o kwestie czerwonej pigułki, czy nikt nie zauważył, że ta ...              ",positive,9
"red pill---czerwona pigułka interpretacja nawiązanie lub plagiat(?)                        Czasami trzymam strone ludzi którzy twierdzą, że Matrix to tylko mieszanka fragmentów innych fimów,książek i nagrań muzycznych, filozofii, gier, anime, psychologicznych fobii, nałogów (w tym narkomania i nałogowe spedzanie wolnego czasu przed kompem. Jako przykład jeden tylko na razie chodzi mi o kwestie czerwonej pigułki, czy nikt nie zauważył, że ta ...              ",positive,9
"Matrix Cię więzi...                        uświadom to sobie, im szybciej tym lepiej dla Ciebie. Otwórz oczy i zobacz świat takim jakim on jest! - To moim zdaniem najważniejsze przesłanie tego filmu, matrix to filtr, przez który spoglądamy na świat, aby był piękniejszy od rzeczywistego, aby łatwiej się w nim żyło, aby było przyjemniej, aby się nie zastanawiać... nie myśleć. Ten film wymaga myślenia i to na wysokim poziomie. Polecam gorąco! ...              ",positive,10
Matrix                        Matrix to film ktory powinien być doceniany wala scieme ci ktorzy go jada bo cos tam wychodza takie chłamy a tu film z naprawde dobrym scenarjuszem jest miszany z błotem zastanówcie sie              ,positive,10
świetny klimat                        kocham ten film... poprostu kocham! klimat jest nie powtarzalny.... uh nic dodac nic ujac... szkoda jedynie ze nastepnym czescia brak tej admosfery....              ,positive,10
"Było sobie zwyczajne amerykańskie kino,aż tu nagle  w kinach pojawił się matrix,który zmienił nie tylko kino,ale i nas                        Wiele już zostało o tym filmie napisane.Jedno jest pewne był inny od wszystkich dotychczasowych filmów,poruszał elementy filozoficzne i egzystencjalne(zresztą całkiem realne)no i te niezwykłe -REWELACYJNE sceny walk.Jeśli umiesz się wczuć w   film,to jeśli chodzi o matrix wejdziesz głęboko,oj bardzo ...              ",positive,10
"THE MATRIX                        tak jak świat jest inny po 11 wrześniatak kino jest inne po ""Matrixie""nic dodać , nic ująć ...              ",positive,10
"Nie chciecie tego zniszczyć prawda?                        Matrix pozostanie w pamięciu u każdego,nawet ten co go nie lubi...A poza tym,Matrix  to dzieło nie tylko reżyserów ale i widza który rozwala jego opinię...phe              ",positive,10
"A niech mnie!                        Mój rekord?569 razy obejrzane i to przez 2 lata...No nic bajer jak bajer,ale na 4,5,6 ja się nie zgadzam!O ile powstanie:(              ",positive,10
"Jeszcze 4 tematy                        i będzie okrągły tysiąc!!A co do filmu - najlepszye sci-fi od czasu ""Mechanicznej pomarańczy"". Mimo, że jest kilka ""amerykańskich"" rozwiązań, t o ogólnie kawał porządngo kina.  Z pierwszorządnymi cytatami, perfekcyjną oprawą audiowizualną, pokręconą fabułą, wartką akcją i Laurencem Fishburnem. Czego chceć więcj od filmu akcji - sci-fi?              ",positive,8
SIEMA                        MAtrix to super FILM .Kto chce pogadać mój nr gg:5286291albo TLEN:bond007matrix@tlen.plPISZCIE!!!!!!!!              ,positive,10
"Matrix                        Jakkolwiek by nie było - ten film to fenomen, przełom i film kultowy. Gdyby ci ""krytycy"" zalagowani na filmwebie, mieli choć trochę obiektywizmu podzielili by moje zdanie :)              ",positive,8
"klasyk                        Przelom, z tym filmem cos sie zakonczylo, a jednoczesnie cos sie zaczelo. Zdecydowanie najciekawszy film końca zeszłego stulecia, jeden z moich ulubionych.              ",positive,10
"tomb raider                        film dla niektorych nie zrozumialy. Porownywany do ,,tomb raidera''. niektorzy twierdza, ze nielogiczny, zero fabuly, prymityna nawalanka. to sa objawy. czym jest zatem przyczna? byc moze niewlasciym postapieniem bylo ogladanie filmu bez dzwieku (bez napisow). jesli wykluczy sie taka ewentualnosc, nie jest jeszcze pewne czy slowa wypowiedziane tym filmie odpowiednio zadzialaja na uklad myslenia, ...              ",positive,9
"Ten film nie powinien mieć kolejnych części.                        Matrix jest niezłym filmem s-f, i uważam, że robienie kolejnych części tego filmu wymuszone zostało chęcią łatwego wzbogacenia się producentów. Zwłaszcza druga część jest kiepska. Ale pierwsza część jest dobra i cenie ją sobie dość wysoko.               ",positive,10
WIE KTOŚ MOŻE.....                        ...jak nazywa sie kawałek muzy której słucha Neo na samym początku przez słuchawki?? Na plycie z soundtrackiem go cholera nie ma:/A ci co mowia ze matrix to syf to lewarki które zatrzymały się pocahontass albo sa jakos ogonie pokrzywdzeni przez los;)               ,positive,10
"Jedyny taki film!!!                        Takiego filmu już nie będzie. Przełom w gatunku s-f. Wielość interpretacji (a nie: nadinterpretacji) jakie dopuszcza ten film jest jego atutem a nie wadą. Interpretacje: Po pierwsze, filozoficzna - ale nie jest to broń boże Kant, ale raczej Berkeley, czy pewne elementy sceptycyzmu metodycznego Kartezjusza. Zresztą w filozofii współczesnej równiez funkcjonują tzw. eksperymenty myślowe (np. Putnam). ...              ",positive,10
"Wortualna rzeczywistość?                        Film nie jest tak bajkowy jak myślałem, a fabuła jest całkiem sensowna. Nie jest to film kultowy, ale bardzo dobry.              ",positive,9
"Ave!!!                        Na pytanie o moj ulubiony film, trudno bylo by odpowiedziec, jest ich zbyt wiele niemoglbym wybrac jednego. Jednak Matrix jest jak jakby poza klasyfikacja, to film z innej ""bajki"", wnoszacy do mojego zycia bardzo duzo i otwierajacy mi oczy na duzo waznych spraw, chocby sens zycia. Matrix to fenomen, pochlaniam   wszystkie informacje o tej serii i czuje pustke na mysl, ze po Reloaded i Revolutions (na ktore ...              ",positive,10
"ZROZUMIEĆ MATRIXA                        ROZMAWIAŁEM KIEDYŚ Z OSOBĄ KTÓREJ POŻYCZYŁEM MATRIXA 1 I NA PYTANIE CZY SIĘ PODOBAŁ PADŁA ODPOWIEDŻ NEGATYWNA, NA PYTANIE DLACZEGO SIĘ NIE PODOBAŁ ODPOWIEDŻ BYŁA COŚ W RODZAJU : NIE PONIEWAŻ NIE ZROZUMIAŁAM FILMU. ZASTANAWIA MNIE FAKT JAK MOŻNA OCENIAĆ FILM NIE PRÓBUJĄC NAWET ZROZUMIEĆ TREŚCI CZY PRZESŁANIA. JA PO OGLĄDNIĘCIU FILMU PO RAZ N-TY NADAL ZNAJDUJE W NIM WIELE FAKTÓW KTÓRE PRZEOCZYŁEM ...              ",positive,10
Po raz kolejny                        Po raz kolejny oglądałem ten film i musze stwierdzić STANOWCZOJak każdy wie - nie było jeszcze takiego filmu. Jedyny w swoim rodzaju. Nieźle zakręcony - nie sposób jest go oglądnąć tylko raz. Super efekty specjalne - zharmonizowane z treścią no fantastycznie Może przemawiają we mnie emocje - ale właśnie po to jest film - kształtuje nasze JA.Po film jeszcze wiele razy sięgnę na półkę.              ,positive,10
":OO                        Najlepsza część Matrix'ów moim zdaniem, oglądałem wszystkie i uważam pierwszą za najlepszą!              ",positive,10
O Matrixsie                        Jest to zarombisty film!!! Poczebuje zeby mi ktoś przysłał pierwszą część tego filmu bo dwie pozostałe już mam. Proszę niech mi ktoś go prześle!!!!!!!!! Oto mój adres jacek7@op.pl czekam              ,positive,10
"lot w matrix                        Co tu dużo mówić....kapitalny film, efektu specjalne kamitalne...Wachowscy stoworzyli kapitalny świat, i realistyczny dlatych ludzi którzy po filmie skoczyli z wieżowca bo myśleli że są w matrix'sie              ",positive,9
"Klasyka                        Pierwsza część Matrixa to już klasyka. Nie trzeba lubić, ale nie można sie przyznawać, że się nie zna... :P              ",positive,9
"Keanu!!!!                        Film był taki sobie ale za to Keanu był w nim extra!!! Keanu jest suuuper, bardzo przystojny...              ",positive,9
"Fajoski                        Ten film jest według mnie jedną z najlepszych produkcji Braci Wachowskich. Co prawda może nie jest on, aż taki super pod względem graficznym, ale ludzie !! W tamtych latach !! :-) Ten film jest lepszy od trzeciej (nudnej jak cholera) części matrixa-rewolucje ! Tamten to po prostu nie dorasta temu do pięt. A co do reaktywacji to jeszcze zobaczymy... ;-)              ",positive,6
"Matrix                        Rewolucyjno-kultowy film, nie tylko dla informatyków i maniaków komputerowych;). Jak dla mnie 10!              ",positive,6
"coś co się nie może zdarzyć, ale...                        film, którego do końca nie zrozumiałem po pierwszym obejrzeniu, ale dzięki tłumaczeniu moich znajomych i kolejnym obejrzeniu potrafiłem wejść w sens filmu i doszedłem do wniosku, że to co przeżywamy w rzeczywistości może pokrywać się z tym światem, który przedstawiony jest na filmie. NIE MA REALNEGO ŚWIATA, WSZYSTKO TO MATRIX.              ",positive,10
"po prostu debilizm                        Takiego syfu nigdy w zyciu nie widzialem!Najberdziej martwi mnie to ze to film kultowy (ale zreszta Gwiezdne Wojny tez)Film jest po prostu żałosny, scenariusz naciagnięty aż do bólu!A wszystkim ludziom którym sie ten film podobał, szczerze współczuje. Naprawde!              ",positive,10
"swietny                        Film jest swietny..superkowe efekty specjalne..cos nie samowitego..proponuje kazdemu..warto obejrzec, ale trzeba sie dokladnie wpatrzec aby nie zgubic watku nie jest to film dla spiochow i leniuchow..jest to film akcji. Polecam kazdemu              ",positive,8
masmix                        ale kicha jekie pierdoły ludzie latają po niebie skaczą po dachach i pierdza na siebie jakimiś poierdolonymi pistolecikami na wode ja pierdole jak ja nire cierpie masmixa a keanu reeves jest gejem ja to wiem a wy się dowiecie w 13 księdze masmixa no to narazie tyle odemnie a teraz wy się wykarzcie i spierdolcie keanu rawesa to znaczy elwisa za jego murzyński lachociong              ,positive,8
NAJLEPSZY POLSKI PORTAL O TAXI 2                        WEJDŹ I SIĘ PRZEKONAJ TAXI2.MY.WAW.PL NAJLEPSZY POLSKI PORTAL O TAXI 2 TAXI2.MY.WAW.PL TAXI2.MY.WAW.PL TAXI2.MY.WAW.PL TAXI2.MY.WAW.PL TAXI2.MY.WAW.PL TAXI2.MY.WAW.PL TAXI2.MY.WAW.PL              ,positive,8
"1 2 3                        1 film który kupiłem na DVD :) wypas, efekty,szczerze powiedziawszy jest lepszy od 3 części ( od 2 raczej nie ):P  wogóle oprawa itd itd jest spoko chciałby szczerze powiedziawszy pójśc na ten seans 3 częsci ale tylko w 2 miastach jest jak narazie wieć nie wyda :D podoba mi sie wielki + dla tegoż filmu :)              ",positive,10
"Miłość w najwyższym wydaniu                        Matrix- jedno słowo a ma tak wielkie znaczenie. Jedno słówko po którym wypowiedzeniu serce szybciej bije. Czemu ten film to nie rzeczywistość?! Trinity i Neo to prawdziwi idole- dwójka wysportowanych, odważnych, dobrych, urodziwych i inteligentnych  ludzi. Ich miłość jest tak piękne że wydaje się być nierealna.  Jedno gotowe jest oddać życie za drugie. W naszych czasach nie wielu jest ludzi ...              ",positive,10
"muzyka                        zapomniałam jeszcze wspomnieć o ścieżce dźwiękowej...  muzyka do wszystkich 3 części jest genialna. uwielbiam takie rytmy. jeżeli chodzi o muzyke, to dla mnie może być nawet 10 cz. matrix'ów :P gorzej będzie tylko z filmami :]              ",positive,10
"Matrix                        pierwsza część ""Matrixa"" jest zdecydowanie najlepsza. Wprowadza nas w akcję, pełna jest pragnień i ideałów ludzi, którzy walczą o wolność całej ludzkości przeciwko okropnym maszynom, które nie mają uczuć. w ""Matrix'ie"" przedstawiona jest całę idealogia tego filmu... nie opiera się jedynie na efektach specjalnych tak jak kolejne części. Niestety dla mnie kolejne części powstały jedynie po to, aby zarobić kasę :( ...              ",positive,10
"film ""MATRIX""                        extra film, adrenalina na nim rośnie...Nie wie co jeszcze pisać, ten film jest po prostu coolerski              ",positive,10
"film ""MATRIX""                        extra film, adrenalina na nim rośnie...Nie wie co jeszcze pisać, ten film jest po prostu coolerski              ",positive,10
Jezus Maria!!                        Po pierwsze pomysł. Po drugie dobra obsada. Po trzecie efekty specjalne i wizualne. Po czwarte muzyka. a tak dla kontastu to przesada co do mnogości postaci. Ja się nie zachwycam ale podziwiam osiągniecia techniki.              ,positive,10
"kult                        chyba każdy już widziałe ten film,to chyba nie trzeba nikogo zachęcać do oglądania ,jest dla mnie poprostu cool              ",positive,10
"ten film jest ekstra                        To jest mój ulubiony film. te ich skoki i sposoby walki poprostu bomba. Moi rodzice już nie mogą na ten film się patrzec, a ja mogę go oglądać codziennie i na okrągło.Jak to się mówi jestem matrixomaniaczką. Mam prawie cały pokój zaklejony matrixem. Poprostu ten film jest czaderski.              ",positive,10
"ten film jest ekstra                        To jest mój ulubiony film. te ich skoki i sposoby walki poprostu bomba. Moi rodzice już nie mogą na ten film się patrzec, a ja mogę go oglądać codziennie i na okrągło.Jak to się mówi jestem matrixomaniaczką. Mam prawie cały pokój zaklejony matrixem. Poprostu ten film jest czaderski.              ",positive,10
"ten film jest ekstra                        To jest mój ulubiony film. te ich skoki i sposoby walki poprostu bomba. Moi rodzice już nie mogą na ten film się patrzec, a ja mogę go oglądać codziennie i na okrągło.Jak to się mówi jestem matrixomaniaczką. Mam prawie cały pokój zaklejony matrixem. Poprostu ten film jest czaderski.              ",positive,10
"ten film jest ekstra                        To jest mój ulubiony film. te ich skoki i sposoby walki poprostu bomba. Moi rodzice już nie mogą na ten film się patrzec, a ja mogę go oglądać codziennie i na okrągło.Jak to się mówi jestem matrixomaniaczką. Mam prawie cały pokój zaklejony matrixem. Poprostu ten film jest czaderski.              ",positive,10
"SSSSuuuPPPeeeRRR                        Film jest poprostu tak świetny, że nie ma o czym mówić... Najlepszy ze wszystkich części. Kontynuacje niewiadomo po co bo i tak były do wytarcia dupy. Matrix króluje!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!! To najlepszy film jaki widziałam. Poleacam każdemu, chociaż pewnie nie do każdego dotrze :-( Ja oglądałam już tyle razy, że przestałam liczyć. A muzyka? ...              ",positive,10
"Matrix !!!                        Wspaniały film, chociaż powiadają, że jego druga część była o wiele gorsza. Nie wiem, bo jej jeszcze nie obejrzałam , a już 3 nakręcili. No ale co zrobić jak się nie ma kasy??? Pierwsza część bardzo mi się spodobała.To naprawdę świetnie nakręcony film. Mam nadzieję, że to tylko film, bo ciekawe co by było gdyby nagle ktoś zaproponował wam dwie tabletki, a wy wybralibyście tą, którą można się wydostać z ...              ",positive,10
Rekord ??                        Matrixa 1 widzialem 34 razy ? Czy to duzo ?              ,positive,10
"Dno!!!!                        Kompletne dno!!!!! Obejrzałem połowę i mam dosyć na całe życie!!! Kogo wascynują takie głupoty, jaką trzeba mieć kaszanę w mózgu aby to obejrzeć chociaż raz do końca!!              ",positive,10
matrix                        takiego jeszcze nie bylo i dlugo zapewne nie bedzie bo tanie tadetne filmy o podstawych motywach nie przebija tak rewelacyjnego pomyslu tworcow...              ,positive,10
Matrix the best                        Matrix to najlepszy film pod słońcem !!!!!!! żaden film go nie bobije a juz napewno Władca Pierscienia !!!!!!!!!!!!!!!!!!!!!!!               ,positive,10
"CUDO!!!                         The Matrix jest najlepszym filmem jaki widzialam, z wszystkich trzech czesci  uwazam go za najbardziej udany. Nie byl jeszcze w zaden sposob przebajerowany szokuje i daje widzoowy kompletny odlot...!              ",positive,10
"Był najlepszy                        I część Matrixa była the best!Pomysł bracia Wachowscy mieli świetnySzkoda,że następne ""Matriksy""  nie dorównały  pozimem swemu pierwowzorowi:/              ",positive,10
"matrix                        film jest świetny, po prostu mnie powalił lecz uważam że następne części są lepsze              ",positive,10
"Matrix                        Genialny film. Świetne efekty wizualne i dźwiękowe.Czasem zastanawiam się co by było,jeśliby Matrix istniał naprawdę. Czy znajdzie się taki Morpheus, który pokaże nam inną droge???              ",positive,10
Najlepsza część                        Nalepsza część Matrixa pod względem fabuły może efekty specjalne w innych są lepsze to i tak ta część jest najlepsza              ,positive,10
Świetny                        Najlepsza część. Ma świetną fabułę i długo nie można o nim zapomnieć.              ,positive,8
wow                        Larry i Andy zrobili coś co już nigdy nie zniknie z ust krytyków i reżyserów i filmowców...stwożyli Matrix. Film o świetnej fabule doskonale dobranych aktorach no i oczywiście efektach specjalnych. Matrix jest przełomem w finomatografi i aż mnie dziwią 32 głosy na nie :))P.S. nie muszę polecać bo każdy musiał oglądnąć              ,positive,10
"yeah                        Jestem nałogowym ""Informatykiem"":) uwielbiam Matrix a, enter @#$%# (Cenzura). oraz @#$%$#@ ekhm!!!!Ps. kołek jeś li to czytasz to.. zresztą domyśl się              ",positive,10
"wspaniała filozofia filmu                        Fiilm tan daje dużo do myślenia. Filozofia w nim zawarta może być realistyczna, a jeżeli wyobrazimy sobie Noego w Matrixie jako program hakujący to wówczas można zrozumieć wszystkie jego nierelane wyczyny              ",positive,10
nieprawda                        chciałam oddać głos na matrixa i nie moge wyświetliło mi że głosowałam juz na ten film co jest nieprawda chyba ta strona jest niedopracowana              ,positive,10
Wspaniały                        ten film przejdzie do legendy. Nie widzialem nigdy tak efekciarskiego filmu choc teraz pokazuja sie rownie wspanialye filmy.               ,positive,10
"najmłodzy klasyk sf!!!!!!                        Minęło zaledwie pięć lat od chwili premiery Matrix-a. Od tego czasu dużo sie zmieniło..... kino wygląda inaczej niż wcześniej..... Pamiętam jak pierwszy raz obejrzałem ten film, był jak zahipnotyzowany. Oczywiście teraz  kiedy juz na spokojnie patrze na ten obraz widze troche wad i niedociągnięc. Ale jeśli w rankingu najlepszych produkcji w historii kina wziąść pod uwagę tylko pierwsze ...              ",positive,9
Matrix                        Matrix jest naprawdę  super  oglądałem  częć 1 i 2  a teraz  idę do kina na 3  Matrix  Rewolucje  ciekawe  co Neo  odwali tym razem              ,positive,9
film                        słuchajcie ten matrix jest cienki w poruwnaniu do 3 części              ,positive,9
Film wszechczasów                        Najlepszy film Sci-Fi w dotychczasowej historii kina. Zrewolucjonizowal on calkowicie sztuke tworzenia takich filmow .Ilosc ale przede wszystkim jakosc efektow specjalnych swietna fabula bardzo dobra gra aktorow i extra muzyka robia z tego filmu dzielo naprawde wybitne. Kontynuacje juz nie tak dobre(choc calkiem ciekawe) ale przeciez po tak swietnej pierwszej czesc z gory byly na to skazane gdyz jej ...              ,positive,10
"Taak, to mi się podoba!                        Matrix :D:D:D Cudo!W kinie łapałam się na tym, że, opieram łokcie na kolanach i wpatruję się w ekran jak zachipnotyzowana :D...W niektórych momentach wstrzymywałam oddech i wogóle filmmagiczny i DOBRY!              ",positive,10
zajawka                        trylogia matrixa to najwieksza masa jaka sie w kinach ukazala              ,positive,10
superumysł                        oscar dla tych dwóch co potrafili wymyśleć taki film...              ,positive,10
Podążaj za białym królikiem !!!                        Ten film jest cool niema jak podążna dawka efektów specjalnych kture tutaj zadziwiają widza !!! Ten film zmienił poglond na świat filmów i zarobił mnusto sianka dzięki czemu bracia Wachowscy stali się jednymi z najsłynniejszych reżyserów !!!              ,positive,10
i co z tego wyszlo                        podobal mi sie ale tylko za pierwszym razem i absolutnie nie zachecilo mnie to do tego zeby zobaczyc pozostale czesci. moze i jest w tym jakas glebia ale nie dla mnie.              ,positive,6
"Matrix                        Nie bede chyba zbyt oryyginalny jak napisze ze to genialny i przelomowy film:). Ale jesli o mnie chodzi to tak w istocie sadze. Film madry, dopracowany pod kazdym wzgledem, z fajna muzyka i filozoficznymi aluzjami, z uznana obsada. Po prostu wielki film! Wrecz kultowy, choc nie podoba mi sie to, bo o mojej generacji zdanie am jak najgorsze:D              ",positive,10
"TRZEBA OBEJRZEĆ!!!!                        O tym filmie można by mówić i pisać bardzo długo.Dawno nie było tak dobrego pomysłu i scenariusza.Choć podobnie jak ""Gwiezdne Wojny"" jest to przekształcona wszystkim bardzo dobrze znana bajka z dzieciństwa o walce dobra ze złem.Jednak przekształcenie to było było tak dobre i trafne w masowe gusta, że nic dziwnegi że film ten określa się już mianem kultowego.Warto powiedzieć że  po raz pierwszy ...              ",positive,10
"brak                        ,uważam ,że Matrix to najlepszy film jaki można było zrobic.Ten film jest moim ulubionym i na zawsze zostanie w mojej pamięci...............!              ",positive,10
"Matrix                        Doskonala fabula,dobra obsada i nie musze chyba wspominac o zapierajacych dech w piersiach efektach specjalnych. Moim skromnym zdaniem film jest po prostu idealny. Po obejrzeniu go raz mo|na by go oglda raz po raz.  Film doskonaly              ",positive,10
bdb                        Bardzo   dobry   filmik   !   !   !                                                      ,positive,6
":)....                        Ta część jest najlepsza. Pozostałe też są całkiem całkiem, jednak ta przebija wszystkie.              ",positive,10
"Matrix wielkie zegarowa bomba.                        Dlaczego nawiazalem wielka bomba. Ponieważ pierwsza cześć i w zasadzie jedyna w swoim rodzaju byla włącznikiem, zapalnikiem, który otworzył nową dziedzine w zycie ludzi jakim jest myślenie o swoim przeznaczeniu. Po obejrzeniu każdy z nas może zobaczyć we własnej osobie wybrańca - Neo. Wielka bomba która wybuchła pozostawiła po sobie ślad a reaktyowanie jej było wielkim błedem w ...              ",positive,10
No cóż                        Cóż...Bardzo fajny dobra fabuła...Tylko pierwsza częć mi sie spodobała..:)              ,positive,8
"trzy powody :)                        trzy rzeczy , któres spowodowały, że lubię matrixa * efekty* muzyka* Keanunic więcej nie trzeba ;)              ",positive,10
"Zaskoczenie                        Film mnie po prostu zaskoczy... i gdy go po raz pierwszy ogladalem byle pod wrazeniem, ale nie sadzilem ze tak mi utkwi w pamieci... no i sie stalo -wg mnie z filmow s-f i sensacyjnych niewiele mu dowrownoje, jezeli  mozna wogole tak to ujac. Trudno jest mi powiedziec, ze to najlepszy film jaki widzialem, bo tego nie mozna jednoznacznie powiedziec, ale jest jednym z tych najlepszych...              ",positive,10
super!!!!                        Oczywiscie jeden z najlepszych filmów akcji i w ogóel wszytskeigo :D              ,positive,6
naj                        Zdecydowanie najlepsza czesc trylogi braci wachowskich.              ,positive,9
lepszy od 3                        moim zdaniem matrix 1 byl najlepszy z 3 części matrixa i tak ma poprostu byc nie przecze że 2 też byla dobra lecz 3 to kompletna klapa              ,positive,10
